course_code	course_name	course_name_cn
PSY3143	THE PSYCHOLOGY OF DECISION-MAKING	决策心理学
PSY3183	PSYCHOLOGICAL ASSESSMENT AND TESTING	心理评估与测验
PSY4003	HUMAN COGNITIVE PSYCHOLOGY	人类认知心理学
PSY4004	FINAL YEAR PROJECT I (PSY)	毕业设计一（PSY）
PSY4005	FINAL YEAR PROJECT II (PSY)	毕业设计二（PSY）
PSY4013	COUNSELLING PSYCHOLOGY	咨询心理学
PSY4023	INTERPERSONAL AND GROUP DYNAMICS	人际关系与群体动力学
PSY4033	SPECIAL TOPIC IN PSYCHOLOGY: HUMAN FACTORS AND ERGONOMICS	心理学专题：人类因素与人体工程学
PSY4043	INDUSTRIAL AND ORGANISATIONAL PSYCHOLOGY	工业与组织心理学
PSY4053	HEALTH PSYCHOLOGY	健康心理学
PSY4063	PSYCHOLOGY OF THE CHINESE PEOPLE	中国人的心理学
PSY4073	FOUNDATIONS OF HUMAN DEVELOPMENT AND EDUCATION	人类发展与教育基础
PSY4083	INTERPRETATION OF EDUCATIONAL RESEARCH	教育研究的解读
PSY4093	ECOLOGICAL PSYCHOLOGY	生态心理学
PSY4103	COGNITIVE NEUROSCIENCE	认知神经科学
PSY4113	NEUROIMAGING IN PSYCHOLOGY	心理学中的神经影像学
PSY4123	COUNSELLING PSYCHOLOGY	咨询心理学
PSY4133	INTERPERSONAL AND GROUP DYNAMICS	人际关系与群体动力学
SCIT1023	LABORATORY SAFETY	实验室安全
SPAN1013	SPANISH I	西班牙语一
SPAN2003	INTRODUCTION TO SPANISH CULTURES	西班牙文化导论
STAT1013	INTRODUCTION TO PROBABILITY AND STATISTICS	概率论与数理统计导论
STAT2003	ADVANCED STATISTICS	高级统计学
STAT2013	REGRESSION ANALYSIS	回归分析
STAT2023	ADVANCED PROBABILITY	高级概率论
STAT2043	STRUCTURE PROGRAMMING (FOR STAT STUDENTS)	结构程序设计（面向STAT学生）
STAT2063	PROBABILITY THEORY	概率论
STAT3003	SURVEY SAMPLING	抽样调查
STAT3013	LIFE CONTINGENCIES	人寿保险
STAT3023	QUALITY CONTROL  SIX SIGMA	质量控制六西格玛
STAT3033	BAYESIAN STATISTICS	贝叶斯统计
STAT3043	DATA ANALYSIS USING R	使用R进行数据分析
STAT3073	STATISTICAL COMPUTING	统计计算
STAT3083	APPLIED STATISTICS	应用统计学
STAT4003	EXPERIMENTAL DESIGN	实验设计
STAT4004	FINAL YEAR PROJECT I (STAT)	毕业设计一（STAT）
STAT4005	FINAL YEAR PROJECT II (STAT)	毕业设计二（STAT）
STAT4013	MULTIVARIATE ANALYSIS	多元分析
STAT4023	LOSS MODELS	损失模型
STAT4033	STRUCTURAL EQUATION MODELLING	结构方程模型
STAT4043	CATEGORICAL DATA ANALYSIS	分类数据分析
STAT4053	SURVIVAL ANALYSIS	生存分析
STAT4063	TIME SERIES ANALYSIS	时间序列分析
STAT4073	DATA MINING	数据挖掘
STAT4093	APPLIED STOCHASTIC PROCESS	应用随机过程
STAT4103	INTRODUCTION TO DEEP LEARNING WITH PYTHON	用Python进行深度学习导论
STAT4113	NONPARAMETRIC STATISTICS	非参数统计
SWSA1003	INTRODUCTION TO SOCIAL WELFARE	社会福利导论
SWSA1013	INTRODUCTION TO SOCIAL WORK	社会工作导论
SWSA2003	SOCIAL WORK SKILLS	社会工作技能
SWSA2013	SOCIAL WORK INTERVENTION AND PROCESSES	社会工作干预与过程
SWSA2023	HUMAN DEVELOPMENT	人类发展
SWSA2033	THEORY AND PRACTICE IN SOCIAL WORK	社会工作理论与实践
SWSA2043	SOCIAL PROBLEMS	社会问题
SWSA2053	SOCIOLOGY AND CHINESE SOCIETY	社会学与中国社会
SWSA2063	SOCIAL INNOVATION AND SOCIAL ENTERPRISES	社会创新与社会企业
SWSA3003	THEORY AND PRACTICE IN SOCIAL WORK	社会工作理论与实践
SWSA3013	SOCIAL WELFARE IN ASIA	亚洲的社会福利
SWSA3023	SOCIAL WORK AND LAW	社会工作与法律
SWSA3033	SOCIAL POLICY	社会政策
SWSA3043	SOCIAL WORK WITH OLDER PEOPLE	社会工作与老年人
SWSA3063	SOCIAL WELFARE IN CHINESE SOCIETIES	中国社会的社会福利
SWSA3073	HUMAN BEHAVIOUR AND SOCIAL ENVIRONMENT	人类行为与社会环境
SWSA3083	SOCIAL WORK RESEARCH	社会工作研究
SWSA3093	THEORY AND PRACTICE IN SOCIAL WORK	社会工作理论与实践
SWSA3103	FIELD PRACTICE I	实地实习一
SWSA3113	END-OF-LIFE CARE	临终关怀
SWSA3123	INTEGRATIVE SEMINAR I	综合研讨会一
SWSA3133	MIGRANT WORKERS IN CHINA	中国的农民工
SWSA3143	SOCIAL PLANNING AND DEVELOPMENT	社会规划与发展
SWSA4003	SOCIAL WORK WITH YOUTH	社会工作与青年
SWSA4013	SOCIAL SECURITY SYSTEMS IN ASIA	亚洲的社会保障制度
SWSA4023	OLD-AGE SECURITY IN AGING SOCIETIES	老龄化社会的老年保障
SWSA4033	HEALTH AND LONG-TERM CARE IN AGING SOCIETIES	老龄化社会中的健康与长期照护
SWSA4043	RESIDENTIAL CARE AND SERVICES	住宿护理与服务
SWSA4053	SOCIAL WORK WITH FAMILIES	社会工作与家庭
SWSA4063	TOPICS IN SOCIAL POLICY AND SOCIAL ADMINISTRATION	社会政策与社会行政专题
SWSA4073	REHABILITATION SERVICE AND SOCIAL WORK	康复服务与社会工作
SWSA4083	HUMAN SERVICE MANAGEMENT	人类服务管理
SWSA4093	FINAL YEAR PROJECT (SWSA)	毕业设计（SWSA）
SWSA4103	FIELD PRACTICE II	实地实习二
SWSA4113	DISASTERS AND SOCIAL WORK	灾难与社会工作
SWSA4123	DRUG ABUSE AND SOCIAL WORK	药物滥用与社会工作
SWSA4133	INTEGRATIVE SEMINAR II	综合研讨会二
SWSA4143	MENTAL HEALTH AND SOCIAL WORK	精神卫生与社会工作
SWSA4153	OCCUPATIONAL SOCIAL WORK	职业社会工作
SWSA4163	SOCIAL WORK IN HEALTH CARE	医疗保健中的社会工作
TAP1003	CLASSIC DRAMATIC LITERATURE	经典戏剧文学
TAP2003	SURVEY TO THEATRE AND PERFORMANCE	戏剧与表演调查
TAP2013	AESTHETICS OF THEATRE AND PERFORMANCE	戏剧与表演美学
TAP2023	"PERFORMANCE DESIGN: SET, LIGHT, SOUND"	表演设计：布景、灯光、音效
TAP2033	PERFORMANCE DESIGN: COSTUME AND PROPS	表演设计：服装与道具
TAP3003	ADVANCED ACTING TRAINING	高级表演训练
TAP3013	DIRECTING AND PRODUCING: ADVANCE THEATRE MAKING	导演和制作：高级戏剧制作
TAP3023	PLAYWRIGHTING AND DRAMATURGY	剧作与戏剧理论
TAP4003	POST-DRAMATIC THEATRE AND DIGITAL PERFORMANCE MAKING	后戏剧剧场和数字表演制作
TAP4013	COMPOSITION PRACTICUM AND FINAL PROJECTS	作曲实习和毕业设计
TEM2003	INTRODUCTION TO HOSPITALITY AND TOURISM	酒店与旅游业导论
TEM3003	LEISURE AND SOCIETY	休闲与社会
TEM3013	INTRODUCTION TO ENTERTAINMENT BUSINESS	娱乐业导论
TEM3023	CLUB MANAGEMENT	俱乐部管理
TEM3033	RESORT MANAGEMENT	度假村管理
TEM4013	SUSTAINABLE TOURISM	可持续旅游
THEM2003	THEME PARKS AND ATTRACTIONS MANAGEMENT	主题公园和景点管理
THEM2023	SPORTS MANAGEMENT	体育管理
THEM2033	FOOD AND BEVERAGE MANAGEMENT	餐饮管理
THEM2043	FUNDAMENTALS OF TOURISM AND HOSPITALITY STUDIES	旅游与酒店业研究的基础
THEM3003	INTERCULTURAL MANAGEMENT IN TOURISM AND HOSPITALITY	旅游与酒店业中的跨文化管理
THEM3013	BIG DATA ANALYTICS IN TOURISM AND HOSPITALITY	旅游与酒店业中的大数据分析
THEM3023	SMART TOURISM DEVELOPMENT	智慧旅游发展
THEM3033	HUMAN RESOURCES MANAGEMENT IN TOURISM AND HOSPITALITY	旅游与酒店业的人力资源管理
THEM3043	DIGITAL MARKETING IN TOURISM AND HOSPITALITY	旅游与酒店业的数字营销
THEM3053	"TOURISM, HOSPITALITY AND EVENT MANAGEMENT INTERNSHIP"	旅游、酒店和活动管理实习
THEM3063	CYBER SECURITY IN TOURISM AND HOSPITALITY	旅游与酒店业的网络安全
THEM3073	"MEETINGS, INCENTIVES, CONFERENCES AND EVENTS MANAGEMENT"	会议、奖励、会议和活动管理
THEM3083	INNOVATION IN DESIGN AND TECHNOLOGY	设计与技术的创新
THEM3093	FOOD AND BEVERAGE OUTLET DESIGN	餐饮店设计
THEM3103	HISTORY OF MODERN TOURISM	现代旅游史
THEM3113	TOURISM DEVELOPMENT PLANNING	旅游发展规划
THEM3123	GUEST EXPERIENCE MANAGEMENT AND STRATEGY	客人体验管理与战略
THEM3133	HOTEL OPERATIONS AND MANAGEMENT	酒店运营与管理
THEM3143	HOSPITALITY INDUSTRY FINANCIAL ANALYSIS	酒店业财务分析
THEM4003	STRATEGIC MANAGEMENT IN TOURISM AND HOSPITALITY	旅游与酒店业的战略管理
THEM4013	FINAL YEAR PROJECT (THEM)	毕业设计（THEM）
THEM4023	HOTEL INFORMATION SYSTEMS	酒店信息系统
THEM4033	"RESEARCH METHODS IN TOURISM, HOSPITALITY AND EVENT"	旅游、酒店和活动中的研究方法
THEM4043	DESIGN THINKING IN TOURISM AND HOSPITALITY	旅游与酒店业中的设计思维
TESL2003	FIRST AND SECOND LANGUAGE ACQUISITION	一、二语言习得
TESL2013	APPROACHES TO SECOND LANGUAGE TEACHING	第二语言教学方法
TESL3003	BILINGUALISM AND BILINGUAL EDUCATION	双语和双语教育
TESL3013	LANGUAGE AND EDUCATION	语言与教育
TESL3033	CURRICULUM DEVELOPMENT AND MATERIALS DESIGN	课程开发与教材设计
TESL3043	ASSESSMENT AND EVALUATION	评估
TESL3063	LANGUAGE TEACHING METHODOLOGY	语言教学方法
TESL3083	CLASSROOM COMMUNICATION FOR LANGUAGE TEACHERS	语言教师的课堂交流
TESL3093	ERROR ANALYSIS AND FEEDBACK ON STUDENT WRITING	学生写作中的错误分析与反馈
TESL4013	ENGLISH FOR SPECIFIC PURPOSES	特定目的英语
TESL4053	LANGUAGE-TEACHING PRACTICUM I	语言教学实习一
TESL4063	LANGUAGE-TEACHING PRACTICUM II	语言教学实习二
TESL4083	RESEARCH SKILLS IN LANGUAGE STUDIES AND TESOL	语言研究与TESOL的研究技能
TESL4093	LEARNING THROUGH DIGITAL NARRATIVES	通过数字叙事学习
TESL4103	MATERIALS EVALUATION AND PRODUCTION FOR LANGUAGE TEACHING	语言教学材料的评估与制作
TRA1003	PRINCIPLES AND METHODS OF TRANSLATION	翻译的原理与方法
TRA2003	GENERAL TRANSLATION I	一般翻译一
TRA2013	GENERAL TRANSLATION II	一般翻译二
TRA2023	CONTRASTIVE LANGUAGE STUDIES: ENGLISH AND CHINESE	对比语言学：英语和汉语
TRA2033	COMMUNICATION AND TRANSLATION	传播与翻译
TRA2043	READING CHINESE LITERATURE IN TRANSLATION	翻译中的中国文学阅读
TRA2053	TRANSLATION AS ADAPTATION	翻译作为改编
TRA3003	INTRODUCTORY INTERPRETING	导论性口译
TRA3013	ENGLISH FOR TRANSLATORS	翻译人员的英语
TRA3023	TRANSLATION INTERNSHIP I	翻译实习一
TRA3033	CULTURE AND TRANSLATION	文化与翻译
TRA3043	TRANSLATION IN WORKPLACE	工作场所的翻译
TRA3053	RESEARCH METHODS FOR TRANSLATION STUDIES	翻译研究的研究方法
TRA3063	MEDIA TRANSLATION	媒体翻译
TRA3073	DRAMA TRANSLATION	戏剧翻译
TRA3083	GENERAL INTERPRETING	一般口译
TRA3093	TRANSLATION OF SCIENTIFIC AND TECHNOLOGICAL TEXTS	科技文本翻译
TRA3103	TRANSLATION OF LEGAL AND GOVERNMENT DOCUMENT	法律和政府文件的翻译
TRA3113	COMMERCIAL TRANSLATION	商业翻译
TRA3123	COMPUTER-AIDED TRANSLATION	计算机辅助翻译
TRA3133	TRANSLATION INTERNSHIP	翻译实习
TRA4003	"APPRECIATION, CRITICISM AND EVALUATION"	欣赏、批评和评价
TRA4004	FINAL YEAR PROJECT I (ATS)	毕业设计一（ATS）
TRA4005	FINAL YEAR PROJECT II (ATS)	毕业设计二（ATS）
TRA4013	PROFESSIONAL INTERPRETING	专业口译
TRA4023	GENDER AND TRANSLATION	性别与翻译
TRA4033	TRANSLATION INTERNSHIP II	翻译实习二
TRA4043	LITERARY TRANSLATION	文学翻译
TRA4053	SPECIAL TOPICS IN TRANSLATION	翻译专题
TRA4063	SIMULTANEOUS INTERPRETING	同声传译
TRA4073	TRANSLATION THEORIES AND PHILOSOPHIES	翻译理论与哲学
TRA4083	ADVANCED ENGLISH FOR TRANSLATORS	翻译人员的高级英语
TRA4093	FINAL YEAR PROJECT (ATS)	毕业设计（ATS）
UCLC1003	UNIVERSITY CHINESE	大学语文
UCLC1013	ENGLISH FOR ACADEMIC PURPOSES I	学术英语一
UCLC1023	ENGLISH FOR ACADEMIC PURPOSES II	学术英语二
UCLC1033	ENGLISH FOR ACADEMIC PURPOSES III	学术英语三
WPEX1013	EMOTIONAL INTELLIGENCE	情绪智能
WPEX2013	EXPERIENTIAL ARTS	体验艺术
WPEX2023	VOLUNTARY SERVICE	志愿服务
WPEX2033	ENVIRONMENTAL AWARENESS	环保意识
